sentence,neg,neu,pos,compound
When she spoke the softness was gone from her voice.,0.0,1.0,0.0,0.0
"""Leaving for France?""",0.0,1.0,0.0,0.0
"""No.",0.0,1.0,0.0,0.0
Less luck than that.,0.0,0.526,0.474,0.4033
"Leaving for some darn camp in Mississippi.""",0.0,1.0,0.0,0.0
She shut her eyes and he could see that the lids were trembling.,0.172,0.828,0.0,-0.3612
"""Dear little Dot, life is so damned hard.""",0.281,0.501,0.217,-0.1941
She was crying upon his shoulder.,0.383,0.617,0.0,-0.4767
"""So damned hard, so damned hard,"" he repeated aimlessly ""it just hurts people and hurts people, until finally it hurts them so that they can't be hurt ever any more.",0.394,0.541,0.065,-0.9184
"That's the last and worst thing it does.""",0.369,0.631,0.0,-0.6249
"Frantic, wild with anguish, she strained him to her breast.",0.576,0.424,0.0,-0.8591
"""Oh, God!""",0.0,1.0,0.0,0.0
"she whispered brokenly, ""you can't go way from me.",0.0,1.0,0.0,0.0
"I'd die.""",0.0,1.0,0.0,0.0
"He was finding it impossible to pass off his departure as a common, impersonal blow.",0.15,0.85,0.0,-0.3182
"He was too near to her to do more than repeat ""Poor little Dot.",0.206,0.794,0.0,-0.5209
"Poor little Dot.""",0.608,0.392,0.0,-0.4767
"""And then what?""",0.0,1.0,0.0,0.0
she demanded wearily.,0.487,0.513,0.0,-0.2263
"""What do you mean?""",0.0,1.0,0.0,0.0
"""You're my whole life, that's all.",0.0,1.0,0.0,0.0
I'd die for you right now if you said so.,0.302,0.698,0.0,-0.5994
I'd get a knife and kill myself.,0.485,0.515,0.0,-0.6908
"You can't leave me here.""",0.0,0.777,0.223,0.0382
Her tone frightened him.,0.492,0.508,0.0,-0.4404
"""These things happen,"" he said evenly.",0.0,1.0,0.0,0.0
"""Then I'm going with you.""",0.0,1.0,0.0,0.0
Tears were streaming down her checks.,0.275,0.725,0.0,-0.2263
Her mouth was trembling in an ecstasy of grief and fear.,0.449,0.354,0.197,-0.6124
"""Sweet,"" he muttered sentimentally, ""sweet little girl.",0.0,0.459,0.541,0.7096
Don't you see we'd just be putting off what's bound to happen?,0.0,1.0,0.0,0.0
"I'll be going to France in a few months"" She leaned away from him and clinching her fists lifted her face toward the sky.",0.0,1.0,0.0,0.0
"""I want to die,"" she said, as if moulding each word carefully in her heart.",0.0,0.823,0.177,0.2023
"""Dot,"" he whispered uncomfortably, ""you'll forget.",0.535,0.465,0.0,-0.5574
Things are sweeter when they're lost.,0.315,0.685,0.0,-0.3182
I knowbecause once I wanted something and got it.,0.0,1.0,0.0,0.0
"It was the only thing I ever wanted badly, Dot.",0.279,0.721,0.0,-0.4767
"And when I got it it turned to dust in my hands.""",0.0,1.0,0.0,0.0
"""All right.""",0.0,1.0,0.0,0.0
"Absorbed in himself, he continued ""I've often thought that if I hadn't got what I wanted things might have been different with me.",0.0,1.0,0.0,0.0
I might have found something in my mind and enjoyed putting it in circulation.,0.0,0.784,0.216,0.5106
"I might have been content with the work of it, and had some sweet vanity out of the success.",0.081,0.636,0.284,0.7003
"I suppose that at one time I could have had anything I wanted, within reason, but that was the only thing I ever wanted with any fervor.",0.0,1.0,0.0,0.0
God!,0.0,0.0,1.0,0.3382
"And that taught me you can't have anything, you can't have anything at all.",0.0,1.0,0.0,0.0
Because desire just cheats you.,0.329,0.353,0.318,-0.0258
It's like a sunbeam skipping here and there about a room.,0.0,0.762,0.238,0.3612
"It stops and gilds some inconsequential object, and we poor fools try to grasp itbut when we do the sunbeam moves on to something else, and you've got the inconsequential part, but the glitter that made you want it is gone"" He broke off uneasily.",0.232,0.74,0.028,-0.8689
"She had risen and was standing, dryeyed, picking little leaves from a dark vine.",0.0,1.0,0.0,0.0
"""Dot"" ""Go way,"" she said coldly.",0.0,1.0,0.0,0.0
"""What?",0.0,1.0,0.0,0.0
"Why?""",0.0,1.0,0.0,0.0
"""I don't want just words.",0.234,0.766,0.0,-0.0572
"If that's all you have for me you'd better go.""",0.0,0.756,0.244,0.4404
"""Why, Dot"" ""What's death to me is just a lot of words to you.",0.245,0.755,0.0,-0.5994
"You put 'em together so pretty.""",0.0,1.0,0.0,0.0
"""I'm sorry.",0.565,0.435,0.0,-0.0772
"I was talking about you, Dot.""",0.0,1.0,0.0,0.0
"""Go way from here.""",0.0,1.0,0.0,0.0
"He approached her with arms outstretched, but she held him away.",0.0,1.0,0.0,0.0
"""You don't want me to go with you,"" she said evenly ""maybe you're going to meet thatthat girl"" She could not bring herself to say wife.",0.047,0.953,0.0,-0.0572
"""How do I know?",0.0,1.0,0.0,0.0
"Well, then, I reckon you're not my fellow any more.",0.0,0.792,0.208,0.2732
"So go way.""",0.0,1.0,0.0,0.0
"For a moment, while conflicting warnings and desires prompted Anthony, it seemed one of those rare times when he would take a step prompted from within.",0.182,0.818,0.0,-0.5994
He hesitated.,0.697,0.303,0.0,-0.3182
Then a wave of weariness broke against him.,0.318,0.682,0.0,-0.4215
It was too lateeverything was too late.,0.0,1.0,0.0,0.0
"For years now he had dreamed the world away, basing his decisions upon emotions unstable as water.",0.135,0.865,0.0,-0.3612
"The little girl in the white dress dominated him, as she approached beauty in the hard symmetry of her desire.",0.056,0.683,0.261,0.7269
The fire blazing in her dark and injured heart seemed to glow around her like a flame.,0.248,0.631,0.121,-0.3818
With some profound and uncharted pride she had made herself remote and so achieved her purpose.,0.0,0.862,0.138,0.34
"""I didn'tmean to seem so callous, Dot.""",0.0,1.0,0.0,0.0
"""It don't matter.""",0.0,1.0,0.0,0.0
The fire rolled over Anthony.,0.375,0.625,0.0,-0.34
"Something wrenched at his bowels, and he stood there helpless and beaten.",0.367,0.633,0.0,-0.7003
"""Come with me, Dotlittle loving Dot.",0.0,0.562,0.438,0.5994
"Oh, come with me.",0.0,1.0,0.0,0.0
"I couldn't leave you now"" With a sob she wound her arms around him and let him support her weight while the moon, at its perennial labor of covering the bad complexion of the world, showered its illicit honey over the drowsy street.",0.119,0.798,0.083,-0.3923
"THE CATASTROPHE Early September in Camp Boone, Mississippi.",0.423,0.577,0.0,-0.7297
"The darkness, alive with insects, beat in upon the mosquitonetting, beneath the shelter of which Anthony was trying to write a letter.",0.085,0.805,0.11,0.1531
"An intermittent chatter over a poker game was going on in the next tent, and outside a man was strolling up the company street singing a current bit of doggerel about ""KKKKaty.""",0.0,1.0,0.0,0.0
"With an effort Anthony hoisted himself to his elbow and, pencil in hand, looked down at his blank sheet of paper.",0.0,0.862,0.138,0.4939
"Then, omitting any heading, he began I can't imagine what the matter is, Gloria.",0.0,0.916,0.084,0.0258
"I haven't had a line from you for two weeks and it's only natural to be worried He threw this away with a disturbed grunt and began again I don't know what to think, Gloria.",0.136,0.793,0.071,-0.3182
"Your last letter, short, cold, without a word of affection or even a decent account of what you've been doing, came two weeks ago.",0.117,0.883,0.0,-0.4168
It's only natural that I should wonder.,0.0,0.667,0.333,0.3612
"If your love for me isn't absolutely dead it seems that you'd at least keep me from worry Again he crumpled the page and tossed it angrily through a tear in the tent wall, realizing simultaneously that he would have to pick it up in the morning.",0.103,0.756,0.141,0.4869
He felt disinclined to try again.,0.296,0.704,0.0,-0.2732
He could get no warmth into the linesonly a persistent jealousy and suspicion.,0.392,0.442,0.166,-0.4767
Since midsummer these discrepancies in Gloria's correspondence had grown more and more noticeable.,0.0,1.0,0.0,0.0
At first he had scarcely perceived them.,0.0,1.0,0.0,0.0
"He was so inured to the perfunctory ""dearest"" and ""darlings"" scattered through her letters that he was oblivious to their presence or absence.",0.0,1.0,0.0,0.0
But in this last fortnight he had become increasingly aware that there was something amiss.,0.0,1.0,0.0,0.0
"He had sent her a nightletter saying that he had passed his examinations for an officers' trainingcamp, and expected to leave for Georgia shortly.",0.052,0.948,0.0,-0.0516
She had not answered.,0.0,1.0,0.0,0.0
He had wired againwhen he received no word he imagined that she might be out of town.,0.121,0.879,0.0,-0.296
"But it occurred and recurred to him that she was not out of town, and a series of distraught imaginings began to plague him.",0.182,0.818,0.0,-0.7096
"Supposing Gloria, bored and restless, had found some one, even as he had.",0.276,0.724,0.0,-0.4939
The thought terrified him with its possibilityit was chiefly because he had been so sure of her personal integrity that he had considered her so sparingly during the year.,0.112,0.731,0.157,0.1509
"And now, as a doubt was born, the old angers, the rages of possession, swarmed back a thousandfold.",0.406,0.594,0.0,-0.836
What more natural than that she should be in love again?,0.0,0.563,0.437,0.7902
"He remembered the Gloria who promised that should she ever want anything, she would take it, insisting that since she would act entirely for her own satisfaction she could go through such an affair unsmirchedit was only the effect on a person's mind that counted, anyhow, she said, and her reaction would be the masculine one, of satiation and faint dislike.",0.04,0.858,0.103,0.4767
But that had been when they were first married.,0.0,1.0,0.0,0.0
"Later, with the discovery that she could be jealous of Anthony, she had, outwardly at least, changed her mind.",0.143,0.857,0.0,-0.4588
There were no other men in the world for her.,0.196,0.804,0.0,-0.296
This he had known only too surely.,0.0,0.674,0.326,0.4404
"Perceiving that a certain fastidiousness would restrain her, he had grown lax in preserving the completeness of her lovewhich, after all, was the keystone of the entire structure.",0.0,0.925,0.075,0.2732
Meanwhile all through the summer he had been maintaining Dot in a boardinghouse downtown.,0.0,1.0,0.0,0.0
To do this it had been necessary to write to his broker for money.,0.0,1.0,0.0,0.0
"Dot had covered her journey south by leaving her house a day before the brigade broke camp, informing her mother in a note that she had gone to New York.",0.094,0.906,0.0,-0.4215
On the evening following Anthony had called as though to see her.,0.0,1.0,0.0,0.0
Mrs. Raycroft was in a state of collapse and there was a policeman in the parlor.,0.198,0.802,0.0,-0.4939
"A questionnaire had ensued, from which Anthony had extricated himself with some difficulty.",0.179,0.821,0.0,-0.34
"In September, with his suspicions of Gloria, the company of Dot had become tedious, then almost intolerable.",0.135,0.865,0.0,-0.3612
He was nervous and irritable from lack of sleep his heart was sick and afraid.,0.495,0.505,0.0,-0.8689
"Three days ago he had gone to Captain Dunning and asked for a furlough, only to be met with benignant procrastination.",0.0,0.856,0.144,0.4939
"The division was starting overseas, while Anthony was going to an officers' trainingcamp what furloughs could be given must go to the men who were leaving the country.",0.0,1.0,0.0,0.0
"Upon this refusal Anthony had started to the telegraph office intending to wire Gloria to come Southhe reached the door and receded despairingly, seeing the utter impracticability of such a move.",0.098,0.859,0.043,-0.4215
