sentence,neg,neu,pos,compound
"""You weren't so nice to me last night.""",0.295,0.705,0.0,-0.4471
"""How could it have mattered then?""",0.0,1.0,0.0,0.0
Silence for a moment.,0.0,1.0,0.0,0.0
"Then ""HoweverI want to see you.""",0.0,0.794,0.206,0.0772
"""I want to see you, too.""",0.0,0.794,0.206,0.0772
"""Suppose I don't go to Southampton, and come into town this afternoon?""",0.0,1.0,0.0,0.0
"""NoI don't think this afternoon.""",0.0,1.0,0.0,0.0
"""Very well.""",0.0,1.0,0.0,0.0
"""It's impossible this afternoon.",0.0,1.0,0.0,0.0
"Various"" We talked like that for a while, and then abruptly we weren't talking any longer.",0.0,0.848,0.152,0.3612
"I don't know which of us hung up with a sharp click, but I know I didn't care.",0.209,0.791,0.0,-0.5334
I couldn't have talked to her across a teatable that day if I never talked to her again in this world.,0.0,1.0,0.0,0.0
"I called Gatsby's house a few minutes later, but the line was busy.",0.0,1.0,0.0,0.0
I tried four times finally an exasperated central told me the wire was being kept open for long distance from Detroit.,0.128,0.872,0.0,-0.4215
"Taking out my timetable, I drew a small circle around the threefifty train.",0.0,1.0,0.0,0.0
Then I leaned back in my chair and tried to think.,0.0,1.0,0.0,0.0
It was just noon.,0.0,1.0,0.0,0.0
When I passed the ashheaps on the train that morning I had crossed deliberately to the other side of the car.,0.0,1.0,0.0,0.0
"I supposed there'd be a curious crowd around there all day with little boys searching for dark spots in the dust, and some garrulous man telling over and over what had happened, until it became less and less real even to him and he could tell it no longer, and Myrtle Wilson's tragic achievement was forgotten.",0.12,0.842,0.039,-0.5859
Now I want to go back a little and tell what happened at the garage after we left there the night before.,0.0,0.936,0.064,0.0772
"They had difficulty in locating the sister, Catherine.",0.255,0.745,0.0,-0.34
"She must have broken her rule against drinking that night, for when she arrived she was stupid with liquor and unable to understand that the ambulance had already gone to Flushing.",0.183,0.817,0.0,-0.7579
"When they convinced her of this, she immediately fainted, as if that was the intolerable part of the affair.",0.0,0.87,0.13,0.4019
"Someone, kind or curious, took her in his car and drove her in the wake of her sister's body.",0.0,0.749,0.251,0.6908
"Until long after midnight a changing crowd lapped up against the front of the garage, while George Wilson rocked himself back and forth on the couch inside.",0.0,1.0,0.0,0.0
"For a while the door of the office was open, and everyone who came into the garage glanced irresistibly through it.",0.0,1.0,0.0,0.0
"Finally someone said it was a shame, and closed the door.",0.256,0.744,0.0,-0.4767
"Michaelis and several other men were with him first, four or five men, later two or three men.",0.0,1.0,0.0,0.0
"Still later Michaelis had to ask the last stranger to wait there fifteen minutes longer, while he went back to his own place and made a pot of coffee.",0.0,1.0,0.0,0.0
"After that, he stayed there alone with Wilson until dawn.",0.182,0.818,0.0,-0.25
About three o'clock the quality of Wilson's incoherent muttering changedhe grew quieter and began to talk about the yellow car.,0.0,1.0,0.0,0.0
"He announced that he had a way of finding out whom the yellow car belonged to, and then he blurted out that a couple of months ago his wife had come from the city with her face bruised and her nose swollen.",0.0,1.0,0.0,0.0
"But when he heard himself say this, he flinched and began to cry ""Oh, my God!""",0.228,0.772,0.0,-0.6643
again in his groaning voice.,0.0,1.0,0.0,0.0
Michaelis made a clumsy attempt to distract him.,0.268,0.732,0.0,-0.296
"""How long have you been married, George?",0.0,1.0,0.0,0.0
"Come on there, try and sit still a minute, and answer my question.",0.0,1.0,0.0,0.0
"How long have you been married?""",0.0,1.0,0.0,0.0
"""Twelve years.""",0.0,1.0,0.0,0.0
"""Ever had any children?",0.0,1.0,0.0,0.0
"Come on, George, sit stillI asked you a question.",0.0,1.0,0.0,0.0
"Did you ever have any children?""",0.0,1.0,0.0,0.0
"The hard brown beetles kept thudding against the dull light, and whenever Michaelis heard a car go tearing along the road outside it sounded to him like the car that hadn't stopped a few hours before.",0.107,0.784,0.109,0.017
"He didn't like to go into the garage, because the work bench was stained where the body had been lying, so he moved uncomfortably around the officehe knew every object in it before morningand from time to time sat down beside Wilson trying to keep him more quiet.",0.158,0.842,0.0,-0.8163
"""Have you got a church you go to sometimes, George?",0.0,1.0,0.0,0.0
Maybe even if you haven't been there for a long time?,0.0,1.0,0.0,0.0
"Maybe I could call up the church and get a priest to come over and he could talk to you, see?""",0.0,1.0,0.0,0.0
"""Don't belong to any.""",0.0,1.0,0.0,0.0
"""You ought to have a church, George, for times like this.",0.0,0.783,0.217,0.3612
You must have gone to church once.,0.0,1.0,0.0,0.0
Didn't you get married in a church?,0.0,1.0,0.0,0.0
"Listen, George, listen to me.",0.0,1.0,0.0,0.0
"Didn't you get married in a church?""",0.0,1.0,0.0,0.0
"""That was a long time ago.""",0.0,1.0,0.0,0.0
The effort of answering broke the rhythm of his rockingfor a moment he was silent.,0.177,0.823,0.0,-0.4215
"Then the same halfknowing, halfbewildered look came back into his faded eyes.",0.0,1.0,0.0,0.0
"""Look in the drawer there,"" he said, pointing at the desk.",0.0,1.0,0.0,0.0
"""Which drawer?""",0.0,1.0,0.0,0.0
"""That drawerthat one.""",0.0,1.0,0.0,0.0
Michaelis opened the drawer nearest his hand.,0.0,0.652,0.348,0.4939
"There was nothing in it but a small, expensive dogleash, made of leather and braided silver.",0.0,1.0,0.0,0.0
It was apparently new.,0.0,1.0,0.0,0.0
"""This?""",0.0,1.0,0.0,0.0
"he inquired, holding it up.",0.0,1.0,0.0,0.0
Wilson stared and nodded.,0.0,1.0,0.0,0.0
"""I found it yesterday afternoon.",0.0,1.0,0.0,0.0
"She tried to tell me about it, but I knew it was something funny.""",0.0,1.0,0.0,0.0
"""You mean your wife bought it?""",0.0,1.0,0.0,0.0
"""She had it wrapped in tissue paper on her bureau.""",0.0,1.0,0.0,0.0
"Michaelis didn't see anything odd in that, and he gave Wilson a dozen reasons why his wife might have bought the dogleash.",0.0,0.911,0.089,0.2411
"But conceivably Wilson had heard some of these same explanations before, from Myrtle, because he began saying ""Oh, my God!""",0.0,1.0,0.0,0.0
again in a whisperhis comforter left several explanations in the air.,0.0,0.756,0.244,0.4404
"""Then he killed her,"" said Wilson.",0.474,0.526,0.0,-0.6705
His mouth dropped open suddenly.,0.0,1.0,0.0,0.0
"""Who did?""",0.0,1.0,0.0,0.0
"""I have a way of finding out.""",0.0,1.0,0.0,0.0
"""You're morbid, George,"" said his friend.",0.0,0.61,0.39,0.4939
"""This has been a strain to you and you don't know what you're saying.",0.091,0.909,0.0,-0.0516
"You'd better try and sit quiet till morning.""",0.0,0.707,0.293,0.4404
"""He murdered her.""",0.688,0.312,0.0,-0.6597
"""It was an accident, George.""",0.437,0.563,0.0,-0.4767
Wilson shook his head.,0.318,0.682,0.0,-0.1027
"His eyes narrowed and his mouth widened slightly with the ghost of a superior ""Hm!""",0.114,0.673,0.213,0.4129
"""I know,"" he said definitely.",0.0,0.597,0.403,0.4019
"""I'm one of these trusting fellas and I don't think any harm to nobody, but when I get to know a thing I know it.",0.0,0.834,0.166,0.4166
It was the man in that car.,0.0,1.0,0.0,0.0
"She ran out to speak to him and he wouldn't stop.""",0.0,1.0,0.0,0.0
"Michaelis had seen this too, but it hadn't occurred to him that there was any special significance in it.",0.0,0.733,0.267,0.7351
"He believed that Mrs. Wilson had been running away from her husband, rather than trying to stop any particular car.",0.104,0.896,0.0,-0.296
"""How could she of been like that?""",0.0,0.706,0.294,0.3612
"""She's a deep one,"" said Wilson, as if that answered the question.",0.0,1.0,0.0,0.0
"""Ahhh"" He began to rock again, and Michaelis stood twisting the leash in his hand.",0.0,0.814,0.186,0.4939
"""Maybe you got some friend that I could telephone for, George?""",0.0,0.738,0.262,0.4939
This was a forlorn hopehe was almost sure that Wilson had no friend there was not enough of him for his wife.,0.087,0.708,0.205,0.4601
"He was glad a little later when he noticed a change in the room, a blue quickening by the window, and realized that dawn wasn't far off.",0.0,0.885,0.115,0.4588
About five o'clock it was blue enough outside to snap off the light.,0.0,1.0,0.0,0.0
"Wilson's glazed eyes turned out to the ashheaps, where small grey clouds took on fantastic shapes and scurried here and there in the faint dawn wind.",0.0,0.833,0.167,0.5859
"""I spoke to her,"" he muttered, after a long silence.",0.0,1.0,0.0,0.0
"""I told her she might fool me but she couldn't fool God.",0.471,0.529,0.0,-0.7918
"I took her to the window""with an effort he got up and walked to the rear window and leaned with his face pressed against it""and I said 'God knows what you've been doing, everything you've been doing.",0.0,0.942,0.058,0.2732
"You may fool me, but you can't fool God!'",0.465,0.535,0.0,-0.7263
""" Standing behind him, Michaelis saw with a shock that he was looking at the eyes of Doctor T. J. Eckleburg, which had just emerged, pale and enormous, from the dissolving night.",0.082,0.918,0.0,-0.3818
"""God sees everything,"" repeated Wilson.",0.0,0.656,0.344,0.2732
"""That's an advertisement,"" Michaelis assured him.",0.0,0.667,0.333,0.3612
Something made him turn away from the window and look back into the room.,0.0,1.0,0.0,0.0
"But Wilson stood there a long time, his face close to the window pane, nodding into the twilight.",0.0,1.0,0.0,0.0
"By six o'clock Michaelis was worn out, and grateful for the sound of a car stopping outside.",0.192,0.657,0.152,0.0516
"It was one of the watchers of the night before who had promised to come back, so he cooked breakfast for three, which he and the other man ate together.",0.0,0.921,0.079,0.3612
"Wilson was quieter now, and Michaelis went home to sleep when he awoke four hours later and hurried back to the garage, Wilson was gone.",0.0,1.0,0.0,0.0
"His movementshe was on foot all the timewere afterward traced to Port Roosevelt and then to Gad's Hill, where he bought a sandwich that he didn't eat, and a cup of coffee.",0.0,1.0,0.0,0.0
"He must have been tired and walking slowly, for he didn't reach Gad's Hill until noon.",0.221,0.779,0.0,-0.4541
"Thus far there was no difficulty in accounting for his timethere were boys who had seen a man ""acting sort of crazy,"" and motorists at whom he stared oddly from the side of the road.",0.126,0.874,0.0,-0.5574
Then for three hours he disappeared from view.,0.213,0.787,0.0,-0.2263
"The police, on the strength of what he said to Michaelis, that he ""had a way of finding out,"" supposed that he spent that time going from garage to garage thereabout, inquiring for a yellow car.",0.0,0.912,0.088,0.4939
"On the other hand, no garage man who had seen him ever came forward, and perhaps he had an easier, surer way of finding out what he wanted to know.",0.06,0.714,0.225,0.7184
"By halfpast two he was in West Egg, where he asked someone the way to Gatsby's house.",0.0,1.0,0.0,0.0
So by that time he knew Gatsby's name.,0.0,1.0,0.0,0.0
At two o'clock Gatsby put on his bathingsuit and left word with the butler that if anyone phoned word was to be brought to him at the pool.,0.0,1.0,0.0,0.0
"He stopped at the garage for a pneumatic mattress that had amused his guests during the summer, and the chauffeur helped him to pump it up.",0.069,0.83,0.101,0.2263
"Then he gave instructions that the open car wasn't to be taken out under any circumstancesand this was strange, because the front right fender needed repair.",0.067,0.933,0.0,-0.2023
Gatsby shouldered the mattress and started for the pool.,0.0,1.0,0.0,0.0
"Once he stopped and shifted it a little, and the chauffeur asked him if he needed help, but he shook his head and in a moment disappeared among the yellowing trees.",0.167,0.775,0.057,-0.3716
"No telephone message arrived, but the butler went without his sleep and waited for it until four o'clockuntil long after there was anyone to give it to if it came.",0.052,0.948,0.0,-0.1531
"I have an idea that Gatsby himself didn't believe it would come, and perhaps he no longer cared.",0.11,0.75,0.14,0.1531
"If that was true he must have felt that he had lost the old warm world, paid a high price for living too long with a single dream.",0.074,0.71,0.216,0.5267
He must have looked up at an unfamiliar sky through frightening leaves and shivered as he found what a grotesque thing a rose is and how raw the sunlight was upon the scarcely created grass.,0.089,0.863,0.048,-0.3597
"A new world, material without being real, where poor ghosts, breathing dreams like air, drifted fortuitously about  like that ashen, fantastic figure gliding toward him through the amorphous trees.",0.114,0.585,0.301,0.7906
The chauffeurhe was one of Wolfshiem's protgsheard the shotsafterwards he could only say that he hadn't thought anything much about them.,0.0,1.0,0.0,0.0
I drove from the station directly to Gatsby's house and my rushing anxiously up the front steps was the first thing that alarmed anyone.,0.17,0.83,0.0,-0.5106
"But they knew then, I firmly believe.",0.0,1.0,0.0,0.0
